name;city;start_day;start_month;start_year;end_day;end_month;end_year;link
Workshop: “Twin Talks: Understanding Collaboration in DH”;Copenhagen;05;2;2019;05;2;2019;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=355677
XV Foro de profesores de E/LE: las destrezas orales;Valencia;01;2;2019;02;2;2019;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=356877
XXII. Deutscher Hispanistentag „Constellations, networks and transformations“;Berlin;27;2;2019;31;2;2019;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=320076
11th Annual Meeting of the Illinois Language and Linguistics Society;Urbana-Champaign, Illinois;26;3;2019;28;3;2019;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=341516
11th International Conference on Professional Communication and Translation Studies;Timisoara;04;3;2019;05;3;2019;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=349556
27th Spanish in the US and 12th Spanish in Contact with Other Languages;Cleveland;04;3;2019;06;3;2019;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=341396
2nd International Conference on Literature, Linguistics, and Translation;Tafila;02;3;2019;04;3;2019;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=349436
2nd North American Conference in Iranian Linguistics;Tucson, Arizona;19;3;2019;21;3;2019;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=333196
2nd Symposium on Linguistic Attitudes toward Spanish, Portuguese and Related Languages;Amherst, Massachusetts;12;3;2019;13;3;2019;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=329796
33rd Annual Symposium on Arabic Linguistics;Toronto;05;3;2019;07;3;2019;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=333456
3rd International ESP Conference;Liverpool;26;3;2019;27;3;2019;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=338176
3rd Swedish Translanguaging Conference;VÄXJÖ;11;3;2019;12;3;2019;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=340256
3rd Workshop on Formal Approaches to Russian Linguistics;Moscow;05;3;2019;06;3;2019;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=356496
4th Annual Center for Languages and Intercultural Communication Conference;Houston, Texas;12;3;2019;14;3;2019;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=343436
7th International Graduate Student Conference on Diverse Approaches to Linguistics;Jerusalem;08;3;2019;08;3;2019;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=335376
7th Novi Sad Workshop in Psycholinguistic, Neurolinguistic and Clinical Linguistic Research;Novi Sad;20;3;2019;20;3;2019;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=354217
9th International Conference of the Undergraduate Linguistics Association of Britain;London;11;3;2019;13;3;2019;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=355736
Asymmetries of Knowledge;FU Berlin;15;3;2019;16;3;2019;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=352516
BALEAP 2019 Biennial Conference;Leeds;12;3;2019;14;3;2019;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=334016
COACT Conference 2019: Interaction and discourse in flux: Changing landscapes of everyday life;Oulu;24;3;2019;26;3;2019;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=324376
"Contacts &amp; Contrasts 2019: Cultural Conceptualizations in Language, Literature, and Translation";Konin;01;3;2019;03;3;2019;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=344416
Culture and Cognition in Language 2;Rzeszow;25;3;2019;26;3;2019;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=346396
Doing Experiments with Theoretical Linguistics;Amsterdam;09;3;2019;09;3;2019;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=351516
El plano fónico del español. Sección monográfica de las VIII Jornadas Internacionales de Lingüística Hispánica;Lisboa;01;3;2019;03;3;2019;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=355796
EMI Practices in Europe;Copenhagen;04;3;2019;05;3;2019;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=329056
English Historical Lexicography in the Digital Age: Focus on Social and Geographical Variation;Bergamo;11;3;2019;13;3;2019;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=336456
Eurolinguistics Conference: Linguistic Aspects of the Past, Present and Future of Europe;Donauwörth;05;3;2019;07;3;2019;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=338216
Florida Linguistics Yearly Meeting 2019;Gainesville;05;3;2019;06;3;2019;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=357456
General and Specialist Translation/ Interpretation: Theory, Methods, Practice;Kyiv;05;3;2019;05;3;2019;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=350456
Heterotopic Junction Conference;Hong Kong;13;3;2019;13;3;2019;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=353016
Historical Corpora and Variation;Cagliari;04;3;2019;05;3;2019;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=345776
Humor Research Project Conference;Sosnowiec;04;3;2019;05;3;2019;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=356076
II Experimental Portuguese Linguistics Workshop;Toronto, Ontario;26;3;2019;27;3;2019;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=346536
iMean6 Interaction and Meaning;Wellington;15;3;2019;17;3;2019;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=334956
International Conference of Department of English Language and Literature;Lahore/Punjab;06;3;2019;07;3;2019;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=354336
International Language Teacher Education Conference;Antalya;08;3;2019;10;3;2019;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=352216
International Workshop on the L1 and L2 Acquisition of Information Structure;Leuven;25;3;2019;26;3;2019;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=355076
Language and Culture in the Era of Scientific Knowledge and Professional Education Integration;Pyatigorsk/Stavropol Region;11;3;2019;12;3;2019;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=355436
"Language Education &amp; Acquisition Research Conference 2019 Focusing Early Language Acquisition";Eichstätt;11;3;2019;13;3;2019;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=341296
Language, Literature, Context 2019;Niš;12;3;2019;13;3;2019;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=347976
La syntaxe des adverbes du français : Aspects catégoriel et fonctionnel;Olomouc;18;3;2019;19;3;2019;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=352916
Linguistic Forum 2019: Indigenous Languages of Russia and Beyond;Moscow;04;3;2019;06;3;2019;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=349316
Linguistics in the Gulf 6;Doha;01;3;2019;02;3;2019;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=343596
Linguistics Prague 2019;Prague;25;3;2019;27;3;2019;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=354376
Linking Interdisciplinary Perspectives on Cultural, Professional and Scientific Capacity Building;Rīga;11;3;2019;12;3;2019;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=346556
Literature Today and Tomorrow;Tunis;19;3;2019;20;3;2019;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=345856
Lund Symposium on Cognition, Communication and Learning;Lund;24;3;2019;26;3;2019;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=340676
MariCorners 2019 LGTBIQ+ Communication and Spaces: I International Conference on LGTBIQ aspects and language;Madrid;10;3;2019;12;3;2019;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=331736
Meaning and Indexicality across Subfields and Theories;Paris;12;3;2019;13;3;2019;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=351976
Minnesota Undergraduate Linguistics Symposium 2019;Minneapolis, MN;13;3;2019;13;3;2019;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=355636
Modern Developments in Linguistics and Language Teaching: The Problem of Method;Penza;24;3;2019;26;3;2019;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=352316
Multilingualism, Diversity and Democracy Conference 2019;Jönköping;08;3;2019;10;3;2019;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=356836
Neuroscience of Language in Abu Dhabi;Abu Dhabi;22;3;2019;23;3;2019;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=334216
Noun Categorization: From Grammar to Communicative Interaction;Lyon;18;3;2019;19;3;2019;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=349276
"Popular Culture Association &amp; American Culture Association 2019 Joint National Conference: Language Attitudes &amp; Popular Linguistics Area";Washington, D.C.;17;3;2019;20;3;2019;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=340636
Princeton Phonology Forum;Princeton, NJ;05;3;2019;06;3;2019;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=353916
Princeton Symposium on Syntactic Theory 2019;Princeton, NJ;05;3;2019;06;3;2019;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=351596
Querencias II Conference on Hispanic and Portuguese Literatures, Cultural Studies, and Linguistics;Albuquerque, New Mexico;12;3;2019;13;3;2019;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=344356
Seniors, Foreign Caregivers, Families, Institutions: Linguistic and Multidisciplinary Perspectives;Varese;09;3;2019;10;3;2019;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=355476
Sluicing and Ellipsis at 50;Chicago, IL;12;3;2019;13;3;2019;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=339636
Symposium for American Indian Languages - SAIL;Tucson, AZ;12;3;2019;13;3;2019;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=356136
The North American Research Network in Historical Sociolinguistics at KFLC: The Languages, Literatures, and Cultures Conference;Lexington, Kentucky;11;3;2019;13;3;2019;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=348396
The Scarlet Letters: Taboos of Language and Literature in the Contemporary Age;Padova;09;3;2019;10;3;2019;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=336756
Typology of Small-scale Multilingualism;Lyon;15;3;2019;17;3;2019;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=348576
UNC Linguistics Spring Colloquium 2019;Chapel Hill, NC;06;3;2019;06;3;2019;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=350656
Uniting Gender Research;Tromsø;04;3;2019;05;3;2019;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=355676
University of Hawaii at Hilo Humanities International Conference;Hilo, Hawaii;26;3;2019;27;3;2019;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=348816
VIII International Conference on Hispanic Linguistics;Lisbon;01;3;2019;03;3;2019;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=352056
Voyage au Québec : auto et hétéro-représentations;Genova;11;3;2019;12;3;2019;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=346076
Wissenschaftliche Tagung der Germanistikstudierenden;Vilnius;26;3;2019;26;3;2019;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=356396
Words as a Battlefield: Persuasion in Contemporary Political and Media Discourse;Maribor;05;3;2019;06;3;2019;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=354316
Workshop on Arabic and Language Analysis in Asylum Procedures;London;09;3;2019;09;3;2019;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=352297
Workshop on Complex Predicates in the Iranian Languages;Tucson, AZ;18;3;2019;18;3;2019;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=350676
"XIII International Conference on Foreign Languages, Communication and Culture (WEFLA) &amp; XIII International Seminar on Canadian Studies (Secan)";Holguin;24;3;2019;26;3;2019;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=344836
13th International Conference on Computational Semantics;Gothenburg;23;4;2019;27;4;2019;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=347396
14th Cambridge Italian Dialect Syntax-Morphology Meeting;Prague;27;4;2019;29;4;2019;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=357036
14th Nilo-Saharan Linguistics Conference;Vienna;29;4;2019;01;5;2019;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=338257
16th EALTA Conference ''Transitions in Language Assessment'';Dublin;31;4;2019;02;5;2019;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=348156
17th Conference on British and American Studies;Brasov;10;4;2019;11;4;2019;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=352496
17th International Conference on Minority Languages;Leeuwarden, Friesland;22;4;2019;24;4;2019;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=334636
22nd Annual Workshop on American Indigenous Languages;Santa Barbara, California;10;4;2019;11;4;2019;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=351436
24th Workshop on the Structure and Constituency of the Languages of the Americas;College Park, Maryland;09;4;2019;11;4;2019;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=347596
29th Colloquium on Generative Grammar;Ciudad Real;22;4;2019;24;4;2019;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=350736
29th Meeting of Southeast Asian Linguistics Society;Tokyo;27;4;2019;29;4;2019;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=352876
2nd Conference on Language, Data and Knowledge;Leipzig;20;4;2019;22;4;2019;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=339256
31st International Conference on Foreign/Second Language Acquisition;Szczyrk;16;4;2019;18;4;2019;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=346817
33rd International Conference of the Croatian Applied Linguistics Society: Meaning in Language - From Individual to Collective;Rijeka;16;4;2019;18;4;2019;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=344016
36th International Conference on English Language Teaching and Learning;Taichung;17;4;2019;18;4;2019;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=352116
3rd Dynamic Syntax Conference;Valletta;16;4;2019;17;4;2019;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=349776
49th Linguistic Symposium on Romance Languages;Athens;01;4;2019;04;4;2019;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=342296
4th American International Morphology Meeting;Stony Brook, NY;03;4;2019;05;4;2019;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=349336
4th GEN TEFL International Conference;Bali;18;4;2019;19;4;2019;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=338956
50th Annual Conference on African Linguistics;Vancouver/British Columbia;22;4;2019;26;4;2019;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=355816
55th Meeting of the Chicago Linguistic Society;Chicago, IL;16;4;2019;18;4;2019;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=330156
64th Annual Conference of the International Linguistic Association;Buenos Aires;30;4;2019;01;5;2019;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=352336
6th International Conference of the English Department, Faculty of Philology, University of Belgrade;Belgrade;30;4;2019;01;5;2019;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=331836
6th International Conference on English Pronunciation: Issues and Practices;Skopje;17;4;2019;18;4;2019;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=347816
6th International Language in Focus Conference;Dubrovnik;02;4;2019;04;4;2019;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=345016
7th Conference of The Scandinavian Association for Language and Cognition;Aarhus;22;4;2019;24;4;2019;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=339576
8th International Conference on Narrative and Language Studies;Trabzon;02;4;2019;03;4;2019;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=344036
ABRALIN50;Maceió. Alagoas;02;4;2019;09;4;2019;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=331316
Annual Conference of the Institute for Bulgarian Language;Sofia;15;4;2019;15;4;2019;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=356696
Approaches to Digital Discourse Analysis 2;Turku;23;4;2019;25;4;2019;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=329216
Asian Conference on Language Learning 2019;Tokyo;16;4;2019;18;4;2019;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=353596
Austronesian Formal Linguistics Association 26;London, Ontario;24;4;2019;26;4;2019;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=345896
CHINED VII: 7th edition of the Conference on Historical News Discourse;Barcelona;23;4;2019;24;4;2019;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=341377
Complement, Complementation, Completeness: From Gaps to Completion;Bordeaux;25;4;2019;26;4;2019;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=349756
Deutscher Sprachgebrauch im 18. Jahrhundert: Sprachmentalität, Sprachwirklichkeit, Sprachreichtum;Eichstätt;09;4;2019;10;4;2019;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=337576
Discourse Markers in Romance Languages 6;Bergamo;29;4;2019;31;4;2019;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=347116
E-Dictionaries and E-Lexicography;Zagreb;10;4;2019;11;4;2019;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=333256
ELTU Conference 2019: Alternative Approaches to English Language Learning and Teaching;Hong Kong;27;4;2019;28;4;2019;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=335056
Ethnographies of Academic Writing: Research and Pedagogy;Zaragoza;16;4;2019;17;4;2019;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=356296
Euro-American Relations in the Age of Globalization: Risks and Opportunities;Turin;06;4;2019;06;4;2019;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=346156
Formal Approaches to Slavic Linguistics 28;Stony Brook, NY;03;4;2019;05;4;2019;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=349297
Generative Linguistics in the Old World 42;Oslo;07;4;2019;11;4;2019;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=331217
Germanic Linguistics Annual Conference;Iowa City, Iowa;03;4;2019;04;4;2019;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=343016
Germanic Sandwich 2019;Amsterdam;23;4;2019;24;4;2019;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=348496
HISPhonCog 2019: Hanyang International Conference on Phonetics and Cognitive Sciences of Language 2019;Seoul;24;4;2019;25;4;2019;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=357256
Interactional Competences and Practices in a Second Language;Västerås;29;4;2019;31;4;2019;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=339916
Interdisciplinary Studies on Pragmatics and Oral Discourse;Salamanca;15;4;2019;17;4;2019;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=355096
Joint Biennial Conference of the Dictionary Society of North America and Studies in the History of the English Language;Bloomington, IN;08;4;2019;11;4;2019;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=349356
Language – Culture – Literature: East African Perspective;Warsaw;23;4;2019;24;4;2019;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=356016
Languages, Nations, Cultures: Pluricentric Languages in Context(s);Stockholm;22;4;2019;24;4;2019;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=333096
Lavender Languages and Linguistics 26;Gothenburg;02;4;2019;04;4;2019;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=336856
Manchester Forum in Linguistics;Manchester;02;4;2019;03;4;2019;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=352836
Modification of Complex Predicates Workshop;Düsseldorf;23;4;2019;24;4;2019;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=353237
Multilingual Childhoods: Education, Policy and Practice;Hamar;15;4;2019;16;4;2019;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=332096
Multilingualism and Otherness;Nantes;10;4;2019;10;4;2019;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=355056
Multilingual Language Theories and Practices;Corfu;09;4;2019;11;4;2019;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=339296
Negation in Germanic;Gothenburg;23;4;2019;24;4;2019;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=344956
On Person and Perspective - A workshop honoring the work of Maria Luisa Zubizarreta;Los Angeles;03;4;2019;04;4;2019;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=344436
Parameters Workshop in Honour of Lisa Travis;Montreal, Quebec;17;4;2019;18;4;2019;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=349317
Punctuation Seen internationally: System - Norm - Practices;Regensburg/Germany;03;4;2019;04;4;2019;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=326956
Reported Discourse across Languages and Cultures;Villejuif (Paris);22;4;2019;23;4;2019;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=346616
Researching Metaphor – Cognitive and Other;Genoa;13;4;2019;15;4;2019;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=338896
SECOL 2019;Boca Raton, Florida;28;4;2019;02;5;2019;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=346136
Semantics and Linguistic Theory;Los Angeles, CA;17;4;2019;19;4;2019;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=345296
Society, Identity, and Transformation in Language Teacher Education: Eleventh International Conference on Language Teacher Education;Minneapolis, MN;30;4;2019;01;5;2019;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=353296
Symposium on Analyzing Ideologies, Attitudes, and Power in Language Contact Setting;Stockholm;16;4;2019;17;4;2019;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=343836
The English Linguistic Society of Japan 12th International Spring Forum 2019;Shibuya-ku, Tokyo;11;4;2019;12;4;2019;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=345476
The Semantics of African, Asian, and Austronesian Languages 6;Cambridge, Massachusetts;31;4;2019;02;5;2019;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=349077
The Syntagmatic Properties of Complementation Patterns: Accommodating Lexical and Grammatical uses of CTP-clauses;Liège;09;4;2019;10;4;2019;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=354436
Translation as Political Act/ La traduction comme acte politique/ La traduzione come atto politico;Perugia;09;4;2019;10;4;2019;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=344816
VI Congresso Internazionale della Società di Didattica delle Lingue e Linguistica Educativa;Valletta;23;4;2019;24;4;2019;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=351396
XI International Conference on Corpus Linguistics;Valencia;15;4;2019;17;4;2019;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=341996
10th Discourse, Communication and the Enterprise Conference;Leuven;03;5;2019;05;5;2019;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=331896
10th International Conference on Historical Lexicography and Lexicology;Leeuwarden-Ljouwert;12;5;2019;14;5;2019;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=349037
11th Austronesian and Papuan Languages and Linguistics conference;Leiden;13;5;2019;15;5;2019;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=344556
11th Linguistic Landscape Workshop;Bangkok;04;5;2019;06;5;2019;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=343916
12th Mediterranean Morphology Meeting;Ljubljana;27;5;2019;30;5;2019;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=331256
13th International Conference of the Asian Association for Lexicography;Istanbul;19;5;2019;21;5;2019;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=351756
15 konferensen om lexikografi i Norden;Helsinki;04;5;2019;07;5;2019;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=355576
16th International Pragmatics Conference;Hong Kong;09;5;2019;14;5;2019;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=322396
16th Workshop on Syntax, Semantics and Phonology;Madrid (España);17;5;2019;18;5;2019;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=354296
17th Asia TEFL International Conference and the 6th FLLT International Conference;Bangkok;27;5;2019;29;5;2019;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=353136
17th International Conference on Communication, Medicine and Ethics;Adelaide;26;5;2019;28;5;2019;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=345936
19th ACBLPE Annual Conference;Lisbon;17;5;2019;19;5;2019;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=356676
19th Annual Conference of the Japan Second Language Association;Tokyo;01;5;2019;02;5;2019;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=353176
2019 Annual Conference of the North American Chapter of the Association for Computational Linguistics;Minneapolis;02;5;2019;07;5;2019;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=342256
2019 Communication, Medicine, and Ethics Conference;Adelaide, South Australia;26;5;2019;28;5;2019;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=349376
23rd DiscourseNet Conference: Discourse, Power and Mind: Between Reason and Emotion;Bergamo;06;5;2019;08;5;2019;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=338436
24th International Association for World Englishe;Limerick;20;5;2019;22;5;2019;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=347616
25th Himalayan Languages Symposium;Sydney;28;5;2019;29;5;2019;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=353556
2nd International Conference on Historical Medical Discourse;Helsinki;10;5;2019;12;5;2019;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=343756
32nd Annual Conference of the Canadian Association for Translation Studies;Vancouver, BC;02;5;2019;04;5;2019;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=350316
3rd Budapest Linguistics Conference;Budapest;06;5;2019;08;5;2019;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=350016
3rd European Conference on Argumentation;Groningen;24;5;2019;27;5;2019;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=333396
3rd Syntax of Uralic Languages;Tartu;18;5;2019;19;5;2019;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=357016
40th ICAME Conference;Neuchâtel;01;5;2019;05;5;2019;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=343437
